Prompt,Ground-truth,PolyNC_prediction
Predict the Tg of the following SMILES: c1(C(c2ccc3ncc(-c4ccc(*)cc4)nc3c2)=O)cc2c(ncc(*)n2)cc1,317.85,399.85
Predict the Tg of the following SMILES: O=C(c1cccc(*)c1)c1cc(N2C(=O)c3cc(C(c4cc5c(cc4)C(=O)N(*)C5=O)=O)ccc3C2=O)ccc1,239.85,287.8
Predict the Tg of the following SMILES: C(c1cc(*)ccc1)(=O)c1cccc(N2C(=O)c3cc(C(=O)c4cc5c(cc4)C(=O)N(*)C5=O)ccc3C2=O)c1,239.85,287
Predict the Tg of the following SMILES: N1(*)C(=O)c2c(cc(C(=O)c3ccc4c(c3)C(=O)N(c3cc(C(c5cc(*)ccc5)=O)ccc3)C4=O)cc2)C1=O,239.85,287.85
Predict the Tg of the following SMILES: c1c(C(=O)c2ccc3c(c2)C(=O)N(*)C3=O)cc2c(c1)C(=O)N(c1cc(C(c3cc(*)ccc3)=O)ccc1)C2=O,239.85,287.85
Predict the Tg of the following SMILES: C1(=O)c2cc(C(=O)c3cc4c(cc3)C(=O)N(c3cc(C(c5cc(*)ccc5)=O)ccc3)C4=O)ccc2C(=O)N1*,239.85,287.85
Predict the Tg of the following SMILES: c1c(*)cc(C(=O)c2cc(N3C(=O)c4cc(C(c5ccc6c(c5)C(=O)N(*)C6=O)=O)ccc4C3=O)ccc2)cc1,239.85,287.8
Predict the Tg of the following SMILES: c1(C(=O)c2ccc3c(c2)C(=O)N(*)C3=O)cc2c(cc1)C(=O)N(c1cc(C(=O)c3cccc(*)c3)ccc1)C2=O,239.85,287.8
Predict the Tg of the following SMILES: C1(=O)c2c(cc(C(=O)c3cc4c(cc3)C(=O)N(*)C4=O)cc2)C(=O)N1c1cc(C(=O)c2cccc(*)c2)ccc1,239.85,287.85
Predict the Tg of the following SMILES: c1(*)cccc(C(=O)c2cccc(N3C(=O)c4ccc(C(c5cc6c(cc5)C(=O)N(*)C6=O)=O)cc4C3=O)c2)c1,239.85,287.8
Predict the Tg of the following SMILES: C1(=O)N(*)C(=O)c2c1ccc(C(=O)c1cc3c(cc1)C(=O)N(c1cccc(C(c4cccc(*)c4)=O)c1)C3=O)c2,239.85,287.85
Predict the Tg of the following SMILES: CC(C(OCC)=O)(*)C*,50.85,-65.15
Predict the Tg of the following SMILES: *CC(*)(C)C(=O)OCC,50.85,-65.15
Predict the Tg of the following SMILES: O(C(C(C*)(*)C)=O)CC,50.85,-45.15
Predict the Tg of the following SMILES: O(C(C(*)(C*)C)=O)CC,50.85,-45.15
Predict the Tg of the following SMILES: C(C)OC(=O)C(C*)(*)C,50.85,-45.15
Predict the Tg of the following SMILES: O(CC)C(C(C*)(C)*)=O,50.85,-65.15
Predict the Tg of the following SMILES: O(CC)C(C(C*)(*)C)=O,50.85,-65.15
Predict the Tg of the following SMILES: C(C(OCC)=O)(C)(C*)*,50.85,-65.15
Predict the Tg of the following SMILES: C(OCC)(C(*)(C)C*)=O,50.85,-65.15
Predict the Tg of the following SMILES: CC(C(=O)OCC)(C*)*,50.85,-65.15
Predict the Tg of the following SMILES: c1c2c(ccc1C(c1ccc3c(c1)C(=O)N(*)C3=O)=O)C(=O)N(c1ccc(*)cc1)C2=O,332.85,311
Predict the Tg of the following SMILES: c1c(N2C(=O)c3c(cc(C(=O)c4cc5c(cc4)C(=O)N(*)C5=O)cc3)C2=O)ccc(*)c1,332.85,290
Predict the Tg of the following SMILES: c1cc(N2C(=O)c3c(ccc(C(c4cc5c(cc4)C(=O)N(*)C5=O)=O)c3)C2=O)ccc1*,332.85,290
Predict the Tg of the following SMILES: *N1C(=O)c2c(ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(*)cc3)C4=O)=O)c2)C1=O,332.85,315
Predict the Tg of the following SMILES: O=C1c2c(cc(C(c3ccc4c(c3)C(=O)N(c3ccc(*)cc3)C4=O)=O)cc2)C(=O)N1*,332.85,290
Predict the Tg of the following SMILES: c1(C(c2cc3c(cc2)C(=O)N(c2ccc(*)cc2)C3=O)=O)ccc2c(c1)C(=O)N(*)C2=O,332.85,341
Predict the Tg of the following SMILES: c1c(N2C(=O)c3cc(C(c4cc5c(cc4)C(=O)N(*)C5=O)=O)ccc3C2=O)ccc(*)c1,332.85,287.8
Predict the Tg of the following SMILES: c1cc2c(cc1C(c1ccc3c(c1)C(=O)N(*)C3=O)=O)C(=O)N(c1ccc(*)cc1)C2=O,332.85,315
Predict the Tg of the following SMILES: c1(*)ccc(N2C(=O)c3cc(C(c4cc5c(cc4)C(=O)N(*)C5=O)=O)ccc3C2=O)cc1,332.85,287
Predict the Tg of the following SMILES: c1c2c(ccc1C(=O)c1ccc3c(c1)C(=O)N(c1ccc(*)cc1)C3=O)C(=O)N(*)C2=O,332.85,341
Predict the Tg of the following SMILES: C(C*)(*)SC,-1.15,-45.15
Predict the Tg of the following SMILES: C(C(SC)*)*,-1.15,-45.15
Predict the Tg of the following SMILES: S(C(*)C*)C,-1.15,-45.15
Predict the Tg of the following SMILES: C(*)(C*)SC,-1.15,-45.15
Predict the Tg of the following SMILES: C(C*)(SC)*,-1.15,-45.15
Predict the Tg of the following SMILES: C(C*)(SC)*,-1.15,-45.15
Predict the Tg of the following SMILES: C(SC)(C*)*,-1.15,-45.15
Predict the Tg of the following SMILES: C(C*)(*)SC,-1.15,-45.15
Predict the Tg of the following SMILES: *C(SC)C*,-1.15,-45.15
Predict the Tg of the following SMILES: S(C(C*)*)C,-1.15,-45.15
Predict the Tg of the following SMILES: c1(Cl)c(C*)ccc(C*)c1,79.85,119.85
Predict the Tg of the following SMILES: C(*)c1cc(Cl)c(C*)cc1,79.85,116.85
Predict the Tg of the following SMILES: *Cc1c(Cl)cc(C*)cc1,79.85,119.85
Predict the Tg of the following SMILES: c1(C*)c(Cl)cc(C*)cc1,79.85,116.85
Predict the Tg of the following SMILES: *Cc1ccc(C*)cc1Cl,79.85,115.85
Predict the Tg of the following SMILES: Clc1c(C*)ccc(C*)c1,79.85,124.85
Predict the Tg of the following SMILES: c1cc(C*)cc(Cl)c1C*,79.85,119.85
Predict the Tg of the following SMILES: c1(C*)c(Cl)cc(C*)cc1,79.85,116.85
Predict the Tg of the following SMILES: c1c(C*)cc(Cl)c(C*)c1,79.85,119.85
Predict the Tg of the following SMILES: c1(C*)ccc(C*)c(Cl)c1,79.85,116.85
Predict the Tg of the following SMILES: c12ccc(-c3cc4nc(*)cnc4cc3)cc1nc(-c1ccc(*)cc1)cn2,375.85,399.85
Predict the Tg of the following SMILES: n1c2c(ccc(-c3ccc4ncc(*)nc4c3)c2)ncc1-c1ccc(*)cc1,375.85,399.85
Predict the Tg of the following SMILES: n1c(-c2ccc(*)cc2)cnc2ccc(-c3ccc4c(nc(*)cn4)c3)cc12,375.85,399.85
Predict the Tg of the following SMILES: c12ncc(*)nc1cc(-c1cc3c(cc1)ncc(-c1ccc(*)cc1)n3)cc2,375.85,399.85
Predict the Tg of the following SMILES: c1(-c2ccc(*)cc2)cnc2c(n1)cc(-c1cc3nc(*)cnc3cc1)cc2,375.85,399.85
Predict the Tg of the following SMILES: c12c(cc(-c3ccc4c(nc(*)cn4)c3)cc1)nc(-c1ccc(*)cc1)cn2,375.85,399.85
Predict the Tg of the following SMILES: n1cc(-c2ccc(*)cc2)nc2c1ccc(-c1ccc3c(c1)nc(*)cn3)c2,375.85,399.85
Predict the Tg of the following SMILES: c1c2nc(-c3ccc(*)cc3)cnc2ccc1-c1ccc2c(nc(*)cn2)c1,375.85,399.85
Predict the Tg of the following SMILES: *c1nc2c(ccc(-c3cc4c(ncc(-c5ccc(*)cc5)n4)cc3)c2)nc1,375.85,304.85
Predict the Tg of the following SMILES: n1c2ccc(-c3ccc4c(nc(*)cn4)c3)cc2nc(-c2ccc(*)cc2)c1,375.85,399.85
Predict the Tg of the following SMILES: C(C*)(*)O,84.85,-70.15
Predict the Tg of the following SMILES: C(C(*)O)*,84.85,-65.15
Predict the Tg of the following SMILES: C(*)C(O)*,84.85,-65.15
Predict the Tg of the following SMILES: *CC(O)*,84.85,-70.15
Predict the Tg of the following SMILES: OC(C*)*,84.85,-65.15
Predict the Tg of the following SMILES: C(*)C(*)O,84.85,-65.15
Predict the Tg of the following SMILES: C(C(*)O)*,84.85,-65.15
Predict the Tg of the following SMILES: *C(O)C*,84.85,-65.15
Predict the Tg of the following SMILES: C(*)C(*)O,84.85,-65.15
Predict the Tg of the following SMILES: C(*)(C*)O,84.85,-70.15
Predict the Tg of the following SMILES: c1cc2c(cc1-c1cccc(Oc3ccc4c(c3)C(=O)N(C)C4=O)c1)C(=O)N(c1ccc(Oc3ccc(C)cc3)cc1)C2=O,215,285
Predict the Tg of the following SMILES: N1(c2ccc(Oc3ccc(C)cc3)cc2)C(=O)c2ccc(-c3cc(Oc4cc5c(cc4)C(=O)N(C)C5=O)ccc3)cc2C1=O,215,215
Predict the Tg of the following SMILES: Cc1ccc(Oc2ccc(N3C(=O)c4ccc(-c5cc(Oc6cc7c(cc6)C(=O)N(C)C7=O)ccc5)cc4C3=O)cc2)cc1,215,232
Predict the Tg of the following SMILES: c12c(ccc(-c3cc(Oc4cc5c(cc4)C(=O)N(C)C5=O)ccc3)c1)C(=O)N(c1ccc(Oc3ccc(C)cc3)cc1)C2=O,215,215
Predict the Tg of the following SMILES: O=C1c2c(cc(-c3cc(Oc4ccc5c(c4)C(=O)N(C)C5=O)ccc3)cc2)C(=O)N1c1ccc(Oc2ccc(C)cc2)cc1,215,215
Predict the Tg of the following SMILES: c1c(Oc2ccc(N3C(=O)c4c(cc(-c5cc(Oc6cc7c(cc6)C(=O)N(C)C7=O)ccc5)cc4)C3=O)cc2)ccc(C)c1,215,232
Predict the Tg of the following SMILES: c1c(N2C(=O)c3ccc(-c4cccc(Oc5cc6c(cc5)C(=O)N(C)C6=O)c4)cc3C2=O)ccc(Oc2ccc(C)cc2)c1,215,215
Predict the Tg of the following SMILES: c1c2c(ccc1Oc1cccc(-c3cc4c(cc3)C(=O)N(c3ccc(Oc5ccc(C)cc5)cc3)C4=O)c1)C(=O)N(C)C2=O,215,215
Predict the Tg of the following SMILES: c12ccc(-c3cccc(Oc4ccc5c(c4)C(=O)N(C)C5=O)c3)cc1C(=O)N(c1ccc(Oc3ccc(C)cc3)cc1)C2=O,215,215
Predict the Tg of the following SMILES: c1c(N2C(=O)c3c(ccc(-c4cc(Oc5cc6c(cc5)C(=O)N(C)C6=O)ccc4)c3)C2=O)ccc(Oc2ccc(C)cc2)c1,215,232
Predict the Tg of the following SMILES: c12ccc(Oc3ccc(S(=O)(c4cc(O*)ccc4)=O)cc3)cc1C(=O)N(c1cc(N3C(=O)c4cc(*)ccc4C3=O)ccc1)C2=O,265,245
Predict the Tg of the following SMILES: C1(=O)c2ccc(*)cc2C(=O)N1c1cc(N2C(=O)c3cc(Oc4ccc(S(=O)(=O)c5cc(O*)ccc5)cc4)ccc3C2=O)ccc1,265,245
Predict the Tg of the following SMILES: c1cc(N2C(=O)c3c(ccc(Oc4ccc(S(c5cc(O*)ccc5)(=O)=O)cc4)c3)C2=O)cc(N2C(=O)c3cc(*)ccc3C2=O)c1,265,226.85
Predict the Tg of the following SMILES: c1c2c(cc(*)c1)C(=O)N(c1cc(N3C(=O)c4cc(Oc5ccc(S(c6cc(O*)ccc6)(=O)=O)cc5)ccc4C3=O)ccc1)C2=O,265,245
Predict the Tg of the following SMILES: c1(S(=O)(=O)c2ccc(Oc3cc4c(cc3)C(=O)N(c3cccc(N5C(=O)c6c(cc(*)cc6)C5=O)c3)C4=O)cc2)cccc(O*)c1,265,245
Predict the Tg of the following SMILES: N1(c2cc(N3C(=O)c4c(ccc(*)c4)C3=O)ccc2)C(=O)c2c(ccc(Oc3ccc(S(=O)(c4cccc(O*)c4)=O)cc3)c2)C1=O,265,245
Predict the Tg of the following SMILES: c1(Oc2ccc(S(=O)(c3cccc(O*)c3)=O)cc2)ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,265,245
Predict the Tg of the following SMILES: c1c2c(cc(Oc3ccc(S(=O)(c4cccc(O*)c4)=O)cc3)c1)C(=O)N(c1cccc(N3C(=O)c4c(cc(*)cc4)C3=O)c1)C2=O,265,245
Predict the Tg of the following SMILES: N1(c2cc(N3C(=O)c4cc(*)ccc4C3=O)ccc2)C(=O)c2c(cc(Oc3ccc(S(=O)(=O)c4cc(O*)ccc4)cc3)cc2)C1=O,265,245
Predict the Tg of the following SMILES: *c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4cc(Oc5ccc(S(c6cccc(O*)c6)(=O)=O)cc5)ccc4C3=O)c1)C2=O,265,226.85
Predict the Tg of the following SMILES: c1(N2C(=O)c3c(cc(*)cc3)C2=O)cc(Oc2ccc(Oc3ccc(N4C(=O)c5c(ccc(O*)c5)C4=O)cc3)cc2)ccc1,245,226
Predict the Tg of the following SMILES: c1cc(Oc2ccc(Oc3cccc(N4C(=O)c5c(cc(*)cc5)C4=O)c3)cc2)ccc1N1C(=O)c2ccc(O*)cc2C1=O,245,245
Predict the Tg of the following SMILES: O(c1ccc(N2C(=O)c3c(ccc(O*)c3)C2=O)cc1)c1ccc(Oc2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)cc1,245,226
Predict the Tg of the following SMILES: O=C1N(c2cccc(Oc3ccc(Oc4ccc(N5C(=O)c6c(ccc(O*)c6)C5=O)cc4)cc3)c2)C(=O)c2ccc(*)cc21,245,212
Predict the Tg of the following SMILES: c1c(N2C(=O)c3ccc(O*)cc3C2=O)ccc(Oc2ccc(Oc3cc(N4C(=O)c5c(ccc(*)c5)C4=O)ccc3)cc2)c1,245,224
Predict the Tg of the following SMILES: O(c1ccc(Oc2cc(N3C(=O)c4cc(*)ccc4C3=O)ccc2)cc1)c1ccc(N2C(=O)c3c(ccc(O*)c3)C2=O)cc1,245,245
Predict the Tg of the following SMILES: c1cc(Oc2ccc(Oc3cc(N4C(=O)c5cc(*)ccc5C4=O)ccc3)cc2)ccc1N1C(=O)c2ccc(O*)cc2C1=O,245,224
Predict the Tg of the following SMILES: c1c(O*)cc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4cc(N5C(=O)c6c(cc(*)cc6)C5=O)ccc4)cc3)cc1)C2=O,245,245
Predict the Tg of the following SMILES: c1c(Oc2ccc(Oc3cc(N4C(=O)c5c(ccc(*)c5)C4=O)ccc3)cc2)ccc(N2C(=O)c3c(cc(O*)cc3)C2=O)c1,245,224
Predict the Tg of the following SMILES: c1c(*)cc2c(c1)C(=O)N(c1cccc(Oc3ccc(Oc4ccc(N5C(=O)c6c(cc(O*)cc6)C5=O)cc4)cc3)c1)C2=O,245,226
Predict the Tg of the following SMILES: Fc1c2c(c(F)c(F)c1*)C(=O)N(c1c(F)c(F)c(Oc3c(F)c(F)c(N4C(=O)c5c(c(F)c(Oc6c(F)c(F)c(O*)c(F)c6F)c(F)c5F)C4=O)c(F)c3F)c(F)c1F)C2=O,300,277
Predict the Tg of the following SMILES: c1(F)c(Oc2c(F)c(F)c(N3C(=O)c4c(c(F)c(F)c(*)c4F)C3=O)c(F)c2F)c(F)c(F)c(N2C(=O)c3c(c(F)c(F)c(Oc4c(F)c(F)c(O*)c(F)c4F)c3F)C2=O)c1F,300,278
Predict the Tg of the following SMILES: O(c1c(F)c(F)c(O*)c(F)c1F)c1c(F)c(F)c2c(c1F)C(=O)N(c1c(F)c(F)c(Oc3c(F)c(F)c(N4C(=O)c5c(F)c(F)c(*)c(F)c5C4=O)c(F)c3F)c(F)c1F)C2=O,300,285
Predict the Tg of the following SMILES: C1(=O)N(c2c(F)c(F)c(Oc3c(F)c(F)c(N4C(=O)c5c(F)c(Oc6c(F)c(F)c(O*)c(F)c6F)c(F)c(F)c5C4=O)c(F)c3F)c(F)c2F)C(=O)c2c(F)c(*)c(F)c(F)c21,300,278
Predict the Tg of the following SMILES: Fc1c(F)c(N2C(=O)c3c(c(F)c(F)c(Oc4c(F)c(F)c(O*)c(F)c4F)c3F)C2=O)c(F)c(F)c1Oc1c(F)c(F)c(N2C(=O)c3c(c(F)c(F)c(*)c3F)C2=O)c(F)c1F,300,278
Predict the Tg of the following SMILES: c12c(c(F)c(F)c(Oc3c(F)c(F)c(O*)c(F)c3F)c1F)C(=O)N(c1c(F)c(F)c(Oc3c(F)c(F)c(N4C(=O)c5c(F)c(F)c(*)c(F)c5C4=O)c(F)c3F)c(F)c1F)C2=O,300,335
Predict the Tg of the following SMILES: Fc1c(F)c(Oc2c(F)c(F)c3c(c2F)C(=O)N(c2c(F)c(F)c(Oc4c(F)c(F)c(N5C(=O)c6c(c(F)c(F)c(*)c6F)C5=O)c(F)c4F)c(F)c2F)C3=O)c(F)c(F)c1O*,300,274
Predict the Tg of the following SMILES: Fc1c(F)c(Oc2c(F)c(F)c(N3C(=O)c4c(F)c(Oc5c(F)c(F)c(O*)c(F)c5F)c(F)c(F)c4C3=O)c(F)c2F)c(F)c(F)c1N1C(=O)c2c(c(F)c(F)c(*)c2F)C1=O,300,274
Predict the Tg of the following SMILES: O(c1c(F)c(F)c(N2C(=O)c3c(c(F)c(F)c(Oc4c(F)c(F)c(O*)c(F)c4F)c3F)C2=O)c(F)c1F)c1c(F)c(F)c(N2C(=O)c3c(F)c(*)c(F)c(F)c3C2=O)c(F)c1F,300,278
Predict the Tg of the following SMILES: c1(F)c(Oc2c(F)c(F)c(N3C(=O)c4c(c(F)c(F)c(*)c4F)C3=O)c(F)c2F)c(F)c(F)c(N2C(=O)c3c(c(F)c(F)c(Oc4c(F)c(F)c(O*)c(F)c4F)c3F)C2=O)c1F,300,278
Predict the Tg of the following SMILES: *Oc1cc(Oc2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8c(ccc(*)c8)C7=O)cc6)c5)cc3)C4=O)cc2)ccc1,184,198
Predict the Tg of the following SMILES: O(c1ccc(N2C(=O)c3c(ccc(Oc4ccc(Oc5cccc(O*)c5)cc4)c3)C2=O)cc1)c1cccc(Oc2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,184,224
Predict the Tg of the following SMILES: c1c(Oc2ccc(Oc3cc4c(cc3)C(=O)N(c3ccc(Oc5cc(Oc6ccc(N7C(=O)c8cc(*)ccc8C7=O)cc6)ccc5)cc3)C4=O)cc2)cc(O*)cc1,184,224
Predict the Tg of the following SMILES: c1(N2C(=O)c3ccc(*)cc3C2=O)ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(Oc7cccc(O*)c7)cc6)cc5C4=O)cc3)c2)cc1,184,226.85
Predict the Tg of the following SMILES: c1(Oc2ccc(Oc3cc(O*)ccc3)cc2)ccc2c(c1)C(=O)N(c1ccc(Oc3cc(Oc4ccc(N5C(=O)c6cc(*)ccc6C5=O)cc4)ccc3)cc1)C2=O,184,245
Predict the Tg of the following SMILES: c1(Oc2ccc(N3C(=O)c4cc(*)ccc4C3=O)cc2)cc(Oc2ccc(N3C(=O)c4c(cc(Oc5ccc(Oc6cccc(O*)c6)cc5)cc4)C3=O)cc2)ccc1,184,224
Predict the Tg of the following SMILES: N1(c2ccc(Oc3cc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)ccc3)cc2)C(=O)c2c(ccc(Oc3ccc(Oc4cccc(O*)c4)cc3)c2)C1=O,184,204
Predict the Tg of the following SMILES: O(c1ccc(N2C(=O)c3ccc(Oc4ccc(Oc5cc(O*)ccc5)cc4)cc3C2=O)cc1)c1cc(Oc2ccc(N3C(=O)c4c(ccc(*)c4)C3=O)cc2)ccc1,184,224
Predict the Tg of the following SMILES: N1(c2ccc(Oc3cc(Oc4ccc(N5C(=O)c6c(ccc(*)c6)C5=O)cc4)ccc3)cc2)C(=O)c2cc(Oc3ccc(Oc4cc(O*)ccc4)cc3)ccc2C1=O,184,206
Predict the Tg of the following SMILES: O=C1c2c(ccc(Oc3ccc(Oc4cccc(O*)c4)cc3)c2)C(=O)N1c1ccc(Oc2cc(Oc3ccc(N4C(=O)c5c(ccc(*)c5)C4=O)cc3)ccc2)cc1,184,224
Predict the Tg of the following SMILES: C(c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4cc(*)ccc4C3=O)c(C(F)(F)F)c1)C2=O)(C(F)(F)F)(*)C(F)(F)F,366,311
Predict the Tg of the following SMILES: c1cc2c(cc1*)C(=O)N(c1c(C(F)(F)F)cc(N3C(=O)c4c(cc(C(*)(C(F)(F)F)C(F)(F)F)cc4)C3=O)cc1)C2=O,366,311
Predict the Tg of the following SMILES: c12cc(*)ccc1C(=O)N(c1c(C(F)(F)F)cc(N3C(=O)c4c(ccc(C(C(F)(F)F)(C(F)(F)F)*)c4)C3=O)cc1)C2=O,366,326
Predict the Tg of the following SMILES: N1(c2ccc(N3C(=O)c4c(cc(C(*)(C(F)(F)F)C(F)(F)F)cc4)C3=O)cc2C(F)(F)F)C(=O)c2c(cc(*)cc2)C1=O,366,326
Predict the Tg of the following SMILES: FC(F)(F)C(C(F)(F)F)(c1cc2c(cc1)C(=O)N(c1ccc(N3C(=O)c4c(ccc(*)c4)C3=O)c(C(F)(F)F)c1)C2=O)*,366,326
Predict the Tg of the following SMILES: c12c(cc(C(*)(C(F)(F)F)C(F)(F)F)cc1)C(=O)N(c1cc(C(F)(F)F)c(N3C(=O)c4ccc(*)cc4C3=O)cc1)C2=O,366,326
Predict the Tg of the following SMILES: FC(F)(C(c1cc2c(cc1)C(=O)N(c1cc(C(F)(F)F)c(N3C(=O)c4cc(*)ccc4C3=O)cc1)C2=O)(*)C(F)(F)F)F,366,326
Predict the Tg of the following SMILES: C(C(C(F)(F)F)(*)c1ccc2c(c1)C(=O)N(c1cc(C(F)(F)F)c(N3C(=O)c4cc(*)ccc4C3=O)cc1)C2=O)(F)(F)F,366,325
Predict the Tg of the following SMILES: O=C1c2c(cc(*)cc2)C(=O)N1c1c(C(F)(F)F)cc(N2C(=O)c3c(cc(C(C(F)(F)F)(*)C(F)(F)F)cc3)C2=O)cc1,366,326
Predict the Tg of the following SMILES: C(C(F)(F)F)(C(F)(F)F)(c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)c(C(F)(F)F)c1)C2=O)*,366,326
Predict the Tg of the following SMILES: c1(Oc2ccc(N3C(=O)c4c(*)cccc4C3=O)cc2)ccc(N2C(=O)c3cccc(Oc4ccc(Sc5cc(O*)ccc5)cc4)c3C2=O)cc1,234,226.85
Predict the Tg of the following SMILES: c1cc(N2C(=O)c3cccc(Oc4ccc(Sc5cc(O*)ccc5)cc4)c3C2=O)ccc1Oc1ccc(N2C(=O)c3c(c(*)ccc3)C2=O)cc1,234,226.85
Predict the Tg of the following SMILES: O=C1c2c(c(Oc3ccc(Sc4cc(O*)ccc4)cc3)ccc2)C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4c(*)cccc4C3=O)cc2)cc1,234,212
Predict the Tg of the following SMILES: c1(Oc2ccc(Sc3cccc(O*)c3)cc2)c2c(ccc1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(cccc5*)C4=O)cc3)cc1)C2=O,234,226.85
Predict the Tg of the following SMILES: c1(N2C(=O)c3c(cccc3Oc3ccc(Sc4cc(O*)ccc4)cc3)C2=O)ccc(Oc2ccc(N3C(=O)c4cccc(*)c4C3=O)cc2)cc1,234,226.85
Predict the Tg of the following SMILES: S(c1ccc(Oc2c3c(ccc2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6c(*)cccc6C5=O)cc4)cc2)C3=O)cc1)c1cccc(O*)c1,234,226.85
Predict the Tg of the following SMILES: S(c1cc(O*)ccc1)c1ccc(Oc2c3c(ccc2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6cccc(*)c6C5=O)cc4)cc2)C3=O)cc1,234,206
Predict the Tg of the following SMILES: *c1c2c(ccc1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(cccc5Oc5ccc(Sc6cc(O*)ccc6)cc5)C4=O)cc3)cc1)C2=O,234,226.85
Predict the Tg of the following SMILES: c1(O*)cc(Sc2ccc(Oc3c4c(ccc3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7cccc(*)c7C6=O)cc5)cc3)C4=O)cc2)ccc1,234,206
Predict the Tg of the following SMILES: c1c(Oc2ccc(Sc3cccc(O*)c3)cc2)c2c(cc1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(c(*)ccc5)C4=O)cc3)cc1)C2=O,234,226.85
Predict the Tg of the following SMILES: c1cc(N2C(=O)c3c(c(*)ccc3)C2=O)ccc1N1C(=O)c2c(cccc2S*)C1=O,330,283
Predict the Tg of the following SMILES: c12c(*)cccc1C(=O)N(c1ccc(N3C(=O)c4c(S*)cccc4C3=O)cc1)C2=O,330,285
Predict the Tg of the following SMILES: C1(=O)c2cccc(*)c2C(=O)N1c1ccc(N2C(=O)c3c(cccc3S*)C2=O)cc1,330,274
Predict the Tg of the following SMILES: c1(*)c2c(ccc1)C(=O)N(c1ccc(N3C(=O)c4c(cccc4S*)C3=O)cc1)C2=O,330,311
Predict the Tg of the following SMILES: c12cccc(*)c1C(=O)N(c1ccc(N3C(=O)c4c(c(S*)ccc4)C3=O)cc1)C2=O,330,274
Predict the Tg of the following SMILES: c12c(c(*)ccc1)C(=O)N(c1ccc(N3C(=O)c4c(S*)cccc4C3=O)cc1)C2=O,330,285
Predict the Tg of the following SMILES: c1c(N2C(=O)c3c(cccc3S*)C2=O)ccc(N2C(=O)c3c(c(*)ccc3)C2=O)c1,330,283
Predict the Tg of the following SMILES: O=C1N(c2ccc(N3C(=O)c4cccc(S*)c4C3=O)cc2)C(=O)c2cccc(*)c21,330,274
Predict the Tg of the following SMILES: c1cc2c(c(S*)c1)C(=O)N(c1ccc(N3C(=O)c4cccc(*)c4C3=O)cc1)C2=O,330,285
Predict the Tg of the following SMILES: C1(=O)N(c2ccc(N3C(=O)c4c(cccc4S*)C3=O)cc2)C(=O)c2c1c(*)ccc2,330,274
Predict the Tg of the following SMILES: c1c2c(cc3c(=O)n(-c4ccc(-c5c(C)cc(*)cc5)c(C)c4)c(=O)c13)c(=O)n(*)c2=O,374,312
Predict the Tg of the following SMILES: n1(-c2cc(C)c(-c3ccc(*)cc3C)cc2)c(=O)c2c(c1=O)cc1c(c(=O)n(*)c1=O)c2,374,399
Predict the Tg of the following SMILES: c1cc(-c2c(C)cc(*)cc2)c(C)cc1-n1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,374,385
Predict the Tg of the following SMILES: *n1c(=O)c2c(cc3c(c(=O)n(-c4ccc(-c5ccc(*)cc5C)c(C)c4)c3=O)c2)c1=O,374,399
Predict the Tg of the following SMILES: c12cc3c(c(=O)n(*)c3=O)cc1c(=O)n(-c1ccc(-c3c(C)cc(*)cc3)c(C)c1)c2=O,374,311
Predict the Tg of the following SMILES: c1cc(-c2c(C)cc(-n3c(=O)c4cc5c(cc4c3=O)c(=O)n(*)c5=O)cc2)c(C)cc1*,374,385
Predict the Tg of the following SMILES: n1(*)c(=O)c2cc3c(=O)n(-c4cc(C)c(-c5c(C)cc(*)cc5)cc4)c(=O)c3cc2c1=O,374,364
Predict the Tg of the following SMILES: c12c(cc3c(c(=O)n(*)c3=O)c1)c(=O)n(-c1ccc(-c3c(C)cc(*)cc3)c(C)c1)c2=O,374,312
Predict the Tg of the following SMILES: c12c(cc3c(=O)n(-c4cc(C)c(-c5ccc(*)cc5C)cc4)c(=O)c3c1)c(=O)n(*)c2=O,374,341
